Goblet_0_n,Goblet_0_l,Goblet_0_p,Club_1_n,Club_1_l,Club_1_p,SupraB_2_n,SupraB_2_l,SupraB_2_p,Basal_3_n,Basal_3_l,Basal_3_p,SupraB_4_n,SupraB_4_l,SupraB_4_p,SupraB_5_n,SupraB_5_l,SupraB_5_p,Goblet_6_n,Goblet_6_l,Goblet_6_p,Goblet_7_n,Goblet_7_l,Goblet_7_p,Basal_8_n,Basal_8_l,Basal_8_p,Club_9_n,Club_9_l,Club_9_p,MultiC_10_n,MultiC_10_l,MultiC_10_p,Mixed_11_n,Mixed_11_l,Mixed_11_p,Mixed_12_n,Mixed_12_l,Mixed_12_p,Mixed_13_n,Mixed_13_l,Mixed_13_p,SupraB_14_n,SupraB_14_l,SupraB_14_p,SupraB_15_n,SupraB_15_l,SupraB_15_p,Mixed_16_n,Mixed_16_l,Mixed_16_p,Mixed_17_n,Mixed_17_l,Mixed_17_p,Club_18_n,Club_18_l,Club_18_p
CYB5A,2.4647017,0.0,TCN1,3.9266722,0.0,RPS13,0.78077495,0.0,PLP2,3.1595435,2.330146939816113e-260,ITGB6,3.4494288,0.0,ANP32B,1.3823798,0.0,CLINT1,2.0182695,4.008883049354311e-102,LCN2,2.9983525,7.0369383585961174e-270,ITGA3,2.9719625,0.0,DEFB1,3.6251369,7.441525609512899e-121,RSPH4A,11.06231,0.0,APOL6,3.1209865,0.0,MT-ATP6,0.9279421,1.6442076572587074e-264,OPTN,2.523098,1.3903180733706275e-266,RRM1,4.17525,1.1912484034494218e-236,DSG2,1.1867714,2.3549954455913103e-48,NR4A1,2.0877032,5.9296662579424835e-09,MTRNR2L1,2.818229,5.811972053156909e-88,STK38,2.0090451,2.731722804874179e-28
SLC44A4,4.9391866,0.0,ATP1B1,1.2750266,0.0,MT1X,1.5035092,0.0,TIMP1,2.3876584,9.4883524778916e-258,ITGB1,1.735278,0.0,SMC2,4.5388236,0.0,SYTL2,3.9160285,1.5571939243494442e-101,SAA2,4.6522408,8.231376714990462e-269,NPC2,1.1098304,0.0,MFSD1,1.7167248,6.1868147477377346e-120,FAM81B,10.773828,0.0,CYB5A,2.1938815,0.0,RPS27L,2.0326605,4.115803848524353e-264,NT5C3A,3.6141765,1.7516593482475576e-264,CKS2,4.0303535,7.999564340118594e-235,LAMB1,2.9857192,3.013815216822802e-48,LYPD2,2.2838933,6.929998330717852e-09,AC027117.2,5.763993,1.4189378202053991e-86,MT-CO2,0.5760608,1.2765188293807369e-27
GABRP,5.458492,0.0,PLEKHS1,4.4119444,0.0,RPL21,0.775617,0.0,TKT,1.4095712,1.5251048717134742e-257,TPI1,0.9284587,0.0,MCM4,4.5883574,0.0,B4GALT5,3.0017157,4.5766829698204834e-101,PRSS22,3.1836617,8.575513554901307e-267,SFN,2.5399935,0.0,FBLN1,2.1334457,4.035454914424148e-119,MORN2,7.6352153,0.0,MDK,3.0234368,0.0,HLA-DRB1,4.079882,3.241812532976413e-263,CXCL10,7.983331,3.3339677429490653e-264,LMNB1,5.930967,2.8396368834864085e-232,LOXL2,3.581723,1.6568320004651686e-46,TPT1,0.32723144,2.155872460128264e-08,C2orf42,6.1669283,1.9396582361942654e-82,MT-ND5,0.89512444,2.794212601319475e-27
RDH10,4.504237,0.0,MGST1,1.1905767,0.0,PABPC1,0.7446734,0.0,SLC2A1,1.6722665,1.945662616252898e-257,ENO1,1.1518787,0.0,HNRNPA3,1.4632403,0.0,AGR2,2.9160907,1.322450331731851e-100,RAB11FIP1,3.814296,3.0166413290562855e-266,CDH3,1.9679843,0.0,CAMK2N1,2.0868149,2.1117475948402758e-114,EFCAB1,10.328017,0.0,GOLM1,3.0987067,0.0,SCGB3A1,3.6905131,9.843410486026569e-261,MAP1LC3B,2.2944074,8.23232011886399e-262,RANBP1,2.7259648,6.579517265419149e-231,COL7A1,3.7238925,1.185837824596602e-44,SERPINB3,1.8596661,2.5521968444072605e-08,MT-ATP8,1.4252673,2.647430569277884e-82,MARCKSL1,3.0532732,1.1338311057563962e-26
FUT2,4.67339,0.0,EPHX1,2.0826197,0.0,RPS18,1.013315,0.0,PTMS,1.7522755,2.6352299925995864e-256,DKK3,4.5889087,0.0,BIRC5,7.0322747,0.0,ELF3,2.805071,1.6709408845753078e-99,APOL6,3.0020866,3.0359597773355546e-266,MMP13,4.259179,0.0,PLK2,1.9874622,1.9291745395020312e-113,LDLRAD1,8.773622,0.0,PIGR,4.5685873,0.0,MT-ND5,1.0812502,2.0081742789186635e-258,IFIT2,5.619011,3.036288175589622e-258,CKS1B,4.1238594,4.898276452494689e-228,ITGA2,2.0810916,5.022804318312316e-44,RPL10A,0.45117798,3.0973996055446415e-08,MT-CYB,1.2766564,1.1234086926704042e-79,MT-ND4,0.7476782,1.1671772340474924e-26
DHCR24,1.6311905,0.0,A4GALT,2.6333182,0.0,RPL13A,0.66668755,0.0,FGFBP1,3.2697182,3.291146180945491e-255,LAMC2,3.2257597,0.0,MKI67,7.281406,0.0,SLC44A4,4.4875135,2.292987714980966e-99,CLDN7,2.2668893,4.812514295131851e-266,SP110,2.553385,0.0,MARCKSL1,2.766768,2.7957257598298687e-112,LRRIQ1,9.182451,0.0,BPIFB1,4.170131,0.0,AGR2,2.8161638,4.318591035243658e-256,IRF6,2.8184586,7.276975064575316e-258,MAD2L1,5.7021666,4.1556504249815657e-225,TNC,2.9397109,1.4768937981194674e-43,SERF2,0.33467287,3.276529211385739e-08,C2,7.2598567,3.036671670537199e-78,MT-CO3,0.5282365,2.7436514989564233e-26
BPIFA2,5.6425467,0.0,XBP1,2.765345,0.0,RPL27A,0.770308,0.0,AQP3,1.8473643,5.134758465250143e-249,CMTM3,4.2017593,0.0,PCLAF,6.017194,0.0,SLC6A14,4.1170106,3.010911677929592e-94,MTHFD2,3.5342283,3.340703329510853e-263,SHC1,2.764737,0.0,HIST1H2AC,2.684352,5.938195360536939e-112,CFAP300,8.687703,0.0,IDO1,4.682461,0.0,SAA2,4.6818175,3.783690978616532e-253,CXCL11,7.4694843,4.642795216061915e-256,HMMR,6.716294,6.43293679596665e-225,JAG2,3.1774538,1.3649150868122664e-41,RPS15A,0.4402574,3.537885712320938e-08,MT-ND4L,1.1289127,6.38594606149264e-77,TMEM51,3.690073,4.518637510337961e-26
MUC5B,6.357437,0.0,TFCP2L1,4.0059695,0.0,RPS23,0.8706054,0.0,DLK2,3.758013,4.2385345855789485e-244,NPC2,1.2175722,0.0,ITGA6,4.0380235,0.0,FAM107B,3.1905107,1.0389429009713033e-93,KRT7,2.506832,3.927650965612485e-262,CAVIN1,4.0930624,0.0,RAB10,0.80027765,1.2199016678015603e-109,CETN2,5.394198,0.0,IFIT3,3.5531538,0.0,MT-CO2,0.81499374,3.6298507084046475e-250,IFI6,2.9633465,5.565458663716699e-255,THBD,5.009754,1.0579133215352875e-224,CALD1,2.5992138,1.9625809837204567e-41,STEAP4,2.0588915,4.762789657454901e-08,MT-ND2,1.2521756,1.5146146184204076e-76,COLCA2,4.9323487,7.478011294922263e-26
HLA-DRB1,4.5444593,0.0,SLC15A2,3.5876615,0.0,GLTP,2.2180986,0.0,RPS6,0.5967669,2.5184522424335297e-239,ARL4C,4.027723,0.0,DNAJC9,3.6804223,0.0,DHCR24,1.3933327,1.2669119487321409e-90,SAT1,1.6571523,5.576331539890584e-261,S100A10,2.156374,0.0,ASAH1,1.6531649,2.5725946387250845e-109,FOXJ1,10.705973,0.0,RARRES3,2.844322,0.0,MDK,2.8334453,1.853732296243052e-237,RNF19B,3.344654,4.473092546687161e-254,H2AFX,4.8398557,1.3497172188451084e-222,ACTN4,0.4454867,3.7915162417303483e-41,MSMB,1.8033322,9.646118055853371e-08,NEAT1,1.54922,5.4667904413302675e-76,DUSP4,3.7400057,1.3531166091477949e-25
GOLM1,3.2781398,1.2902480274533792e-301,CHST9,3.5694082,0.0,RPL32,0.8279792,0.0,PLEKHA1,1.9488711,2.2992660796815065e-237,GJA1,4.182272,0.0,UBE2T,4.9026747,0.0,LMO7,2.6149824,3.6704126754782653e-90,ZC3H12A,3.438071,5.998520862682705e-261,IFI44L,3.6342475,0.0,GMNN,2.6363719,8.981227211007038e-108,C5orf49,10.708858,0.0,GSN,1.9528681,0.0,MT-ND4L,1.031356,1.4538203576322818e-234,SP110,2.881976,6.73378769891152e-254,SMC2,4.5745053,6.909634208899146e-222,THBS1,3.8620076,5.854775611343325e-41,HLA-DRB1,1.945789,1.0952606642591829e-07,DIP2B,4.2552295,7.690934968953156e-76,TSPAN6,2.4439743,2.9894337193269053e-25
VMO1,5.3438163,5.252024735635735e-300,H3F3A,0.6352008,0.0,TXN,1.2708647,0.0,SERPINB5,2.5781841,2.338329945434185e-237,DST,4.032862,0.0,RANBP1,2.5145001,0.0,CXCL17,2.817253,1.5029500917353813e-88,HLA-C,1.4601003,1.4090038595076395e-257,CAV1,3.928982,0.0,CEACAM1,2.5143921,2.0757670753867926e-107,PPIL6,9.4034,0.0,LCN2,2.987225,0.0,MSMB,4.348488,1.605820334598843e-231,PPP1R18,4.154366,1.0049009936343553e-253,KIF20B,5.529964,4.2734298969949077e-221,TINAGL1,1.8402116,6.594084404974704e-41,GSTA2,1.9983081,1.1773535825514471e-07,HHLA2,6.1427293,5.690538939918121e-75,POU2F3,6.696816,7.91082145567778e-25
EPCAM,3.643392,2.5624600814783425e-299,IDH1,1.9358566,0.0,RPL34,0.7184707,0.0,IGFBP7,2.791194,8.5321231898022e-236,CALD1,3.5566766,0.0,TPX2,6.1427994,0.0,RHOB,3.151885,8.168922121962465e-88,CHAC1,5.5808244,6.424589957344647e-254,SLC16A1,2.927103,0.0,PLAT,3.3114,2.1864294253398148e-106,IQCG,7.9116983,0.0,SAT1,1.6779914,0.0,CEACAM6,4.456004,1.926084066112606e-226,IL1A,5.158951,2.2934418667582573e-253,NPM1,1.0426384,4.935518451682329e-221,THSD4,3.505205,6.660376849857467e-41,CYP4B1,2.031654,1.1773535825514471e-07,RAB44,8.892562,5.924281423630325e-75,ATP6V1C2,5.697777,1.9284535196694526e-24
S100P,4.6253676,1.2455539089602572e-292,GOLM1,2.8280704,0.0,PERP,0.8938822,0.0,LDHA,1.3594972,1.1824859141669127e-234,PDPN,4.4781837,0.0,CBX3,1.3597224,0.0,IL1R1,4.112504,3.914620654707259e-86,STC2,5.200858,2.5010297458305814e-253,IFIT2,4.5010834,0.0,SERPINB6,1.2954471,6.577463379816027e-103,WDR78,8.978579,0.0,PARP9,2.3185112,0.0,RARRES1,4.219246,1.248042284969152e-225,AMIGO2,5.3798656,4.695120083635018e-253,NCAPG,6.5628195,4.51426663826988e-220,GPC1,1.9740869,1.1140457547299315e-40,RPL34,0.37900904,1.1773535825514471e-07,AC108134.2,7.591704,1.0256746746164134e-74,TFCP2L1,4.040463,1.201228476473015e-23
RARRES3,3.0491135,1.1583360442497494e-291,SLC9A3R2,3.024597,0.0,RPLP0,0.79781294,0.0,TINAGL1,2.386009,1.3188973691608913e-233,LPCAT2,3.7486544,0.0,ANLN,6.4627047,0.0,CLDN4,3.5633779,8.179740941052361e-86,COPB1,2.2085335,3.618065701035423e-252,CD44,2.9375904,0.0,TMPRSS4,1.2698109,1.2688469890525018e-99,IFT57,5.9778857,0.0,SLC44A4,4.4049234,0.0,CXCL8,4.3285627,4.202449437265535e-219,PMAIP1,3.7655108,1.9887024693849063e-249,RRM2,6.494685,2.1088397734915263e-216,ITGA6,2.909655,3.0568598032156935e-40,CXCL17,1.6170421,1.2032419526426298e-07,AFF4,2.4132354,2.1882966207844744e-74,GPRC5B,4.070142,1.52764935212863e-23
FOS,2.349542,1.4275088501260616e-286,LGALS8,1.3922107,0.0,RPL41,0.59401697,0.0,ANKH,3.0650835,1.6486440377136179e-233,FLNA,3.848331,0.0,NCAPG,7.047002,0.0,LCN2,2.7882152,8.2478284775035e-85,S100P,4.169012,2.2118615616743755e-251,STARD5,3.595562,0.0,ATP6V0E1,0.78492254,6.698839984841878e-98,FAM216B,10.990972,0.0,IFIT1,3.9647605,0.0,CD74,2.3642466,1.257452668575061e-218,ITGAV,3.605565,1.881348194824874e-248,PPIA,0.74507254,4.449023172568706e-216,MSN,2.90446,4.7904589415920665e-40,RPL30,0.37674394,1.2032419526426298e-07,SCGB1A1,3.108372,7.770431284117915e-74,SKAP2,2.7269576,2.874971732564327e-23
TMC5,4.717472,4.7150503745622556e-284,C3,3.0774846,0.0,RPL12,0.8045569,0.0,RPL13A,0.56877023,2.290648443517637e-233,CD81,1.6322201,0.0,NASP,3.3684804,0.0,CYP4B1,3.9817107,1.0195751261401475e-84,ATF4,1.3253511,3.502074330605277e-249,GBP1,3.3018765,0.0,HIST1H2BD,2.5864086,2.1851050253288316e-96,SPATA17,9.2807455,0.0,IFIH1,3.2568738,0.0,BPIFA1,3.4071383,3.1547879775670685e-217,APP,1.6576753,1.9667430476787557e-248,PCLAF,5.7077065,1.4647982941996557e-213,MT-ND5,0.6722537,6.072367012403279e-40,RHOB,1.6046035,1.2458208184365106e-07,MT-ATP6,1.2444928,9.135749281680201e-73,MT-ND3,0.5214349,7.649313740274006e-23
PRSS23,2.3479123,1.1888726328390007e-283,CTSC,2.1066563,0.0,RPL27,0.81674,0.0,OLFML2A,3.2663696,3.743497202997249e-233,RAC2,3.1873639,0.0,H2AFV,2.111666,0.0,PHACTR2,3.5123425,2.855589453326689e-84,HLA-B,1.5673482,1.9869829365580822e-248,DST,3.7425053,0.0,SPINT1,0.92612255,3.93272949532682e-96,CCDC17,9.933551,0.0,UBE2L6,2.530235,0.0,MGST1,1.1201813,1.942697633502601e-201,THBS1,4.9753904,6.041291054699397e-247,PRR11,6.03576,3.617351456699031e-212,JAG1,2.3809185,8.345317727418508e-40,CAPN13,1.8877277,1.2458208184365106e-07,MT-CO1,1.2391763,1.4861799852003764e-72,ABHD2,2.714033,1.2740781656132698e-22
MGST1,1.3154057,1.0720818871905034e-281,SGK1,3.0290205,0.0,RPS3A,0.8207112,0.0,NGFR,3.5147164,5.255070190474493e-232,CDH6,4.365263,0.0,FSCN1,3.4633305,0.0,VGLL1,4.4427495,2.408359534956132e-83,ERRFI1,2.7943945,5.777719756138678e-248,KRT5,3.093586,0.0,C9orf16,2.1918845,3.033727558070932e-95,TUBB4B,4.0104833,0.0,OAS3,3.3359227,0.0,NCOA7,1.6010524,1.9843525092819956e-194,EPSTI1,4.272503,1.5677502537727906e-245,TUBB,1.8738713,5.746185747082977e-211,SEMA4B,0.94810814,1.269599813434309e-39,CYB5A,1.1045666,1.3262265780096884e-07,SCAI,6.1131477,1.0026759787743044e-70,ZMIZ1,3.023125,1.6379068599125728e-22
DUSP4,4.3707943,4.881182809622371e-280,NDRG2,3.411162,0.0,RPL9,0.7188967,0.0,RPL3,0.71098506,1.6771289362528668e-227,ARPC2,0.88107556,0.0,CDK1,6.318598,0.0,SELENBP1,3.9076562,2.5298408890799e-83,IRS2,3.608983,1.819173478861622e-247,CLCA2,3.4918318,0.0,STRA6,2.771198,4.1482298865972725e-94,TEKT1,10.160468,0.0,ASAH1,2.0157273,0.0,RARRES3,2.4218278,5.715405347182647e-193,RSAD2,5.563926,1.5320767959360067e-242,TUBA1C,2.2023141,2.336609008402345e-210,CLSTN1,1.7152786,5.932699305157338e-39,CAV1,2.3544493,1.5254324023383558e-07,MT-CO3,1.3468487,2.4283274046604257e-69,KRT18,2.1056156,1.6379068599125728e-22
ST6GALNAC1,2.954729,6.212325834623156e-280,FUT3,3.346972,0.0,NPM1,0.84052694,0.0,PKM,0.5174518,2.9130203066894896e-225,THBS1,4.274857,0.0,NUCKS1,1.2124251,0.0,TGFB2,3.6317616,8.26772088223901e-82,PTGS2,4.7427783,2.9846309265670963e-247,BCAM,3.4877026,0.0,GPRC5A,1.5935317,1.673418897535067e-92,CCDC146,7.184365,0.0,ST6GALNAC1,2.738207,0.0,PDZK1IP1,3.9032028,4.701679230404329e-192,PEA15,2.4959767,1.622781929983983e-242,PBK,6.4496827,1.1605671150677273e-209,GJB2,2.3765574,6.328733583072259e-39,TINAGL1,1.5308113,1.9153988845836889e-07,AGBL2,6.240666,1.0405639610807794e-68,RASSF6,3.1175036,1.66059947971353e-22
IDH1,2.221253,3.5002732870660995e-276,CP,3.5681896,0.0,RPS25,0.94249564,0.0,CD44,2.5973837,1.5382576507047506e-224,CDH3,2.0218425,0.0,PSIP1,3.8299131,0.0,RDH10,3.6578805,1.1269469156496766e-81,TMEM106B,2.2648256,4.1799054161234274e-244,GJA1,3.79403,0.0,CXCL8,2.9633725,6.827222747184266e-88,EFHC1,7.5048237,0.0,GABRP,4.5398803,0.0,MUC1,2.9330432,1.0875428716282959e-178,STC2,5.9029226,1.741061068933625e-242,CDK1,6.25931,1.8212165268235017e-209,TLN1,1.6239648,1.751560787475157e-38,RPL31,0.35919395,2.0723726930006242e-07,TANGO6,5.324517,8.448431814219774e-68,HSP90AA1,0.60094976,6.366939534606056e-22
B4GALT5,3.0059192,8.400665556775018e-265,SLPI,1.7949624,0.0,RPS16,0.7308953,0.0,CLCA2,3.0144503,1.3518423987809509e-223,MSN,3.8250465,0.0,ITGB1,1.6941965,0.0,ARHGDIB,3.384411,3.4352847759647242e-81,CCPG1,2.4259634,3.4203857277109613e-243,CD109,3.3896909,0.0,B4GALT5,2.1253984,2.4126823954533564e-86,CC2D2A,7.7959156,0.0,CTSC,2.2541018,0.0,MT-ATP8,0.88850784,6.120403331294702e-175,PLEK2,4.088482,1.6313539639032303e-239,SERPINB2,4.6069145,1.1527730488607522e-208,PTK2B,2.156502,1.8089679814601037e-38,RPL26,0.47373915,2.0812641918174466e-07,STAT3,1.6764224,2.0717399099326122e-67,KDM6B,2.9538033,8.256326822226995e-22
CLIC6,4.5374947,5.155911248198262e-263,SLC44A4,4.0663366,0.0,RPS15A,0.7956272,0.0,RPS4X,0.6728796,5.087922023369307e-222,SERINC2,1.1713609,0.0,MAD2L1,5.557677,0.0,TMC5,4.136631,6.149755390737197e-81,SLC34A2,4.497095,1.5654633392095387e-241,GJB2,3.099643,0.0,PON2,1.0813025,2.3365319816189924e-85,CCDC65,10.664189,0.0,SLC34A2,4.6071014,0.0,CXCL1,3.7156532,1.717350188047502e-172,ISG20,4.4817295,3.3776582466954874e-238,DUT,2.5687447,3.922911208132078e-207,LIMA1,0.7184566,1.903928367480031e-38,PLEKHS1,2.2037194,2.385204683358474e-07,POLG2,5.966378,4.897686370404205e-66,REPIN1,3.2684176,1.0176733353096513e-21
MDK,3.0167556,1.2523419021676664e-257,NCCRP1,3.9249897,0.0,MALL,2.809935,0.0,CD109,2.8834083,2.0497108808552676e-221,AREG,3.5966032,0.0,TPM3,1.0889391,0.0,DUSP1,2.854363,2.539370924242467e-79,IL32,4.6938066,6.941382797817365e-239,ANXA2,0.74660856,0.0,EPAS1,1.5650066,4.425586229463879e-84,TUBA1A,7.443932,0.0,IFITM2,2.0573702,2.722588473223547e-307,MALAT1,1.29642,2.717957177932734e-169,BTG1,2.5501292,4.6564941523732935e-238,H2AFV,2.194265,2.153864598982058e-206,ITGB6,2.3941722,2.68399508349005e-38,RPS13,0.34423307,2.691535613666266e-07,RERE,2.3726387,5.630661135566181e-66,GSE1,3.321397,1.1621991449052506e-21
FDFT1,2.0596056,5.00135581147213e-256,MDK,2.6347926,0.0,HSPB1,1.0510037,0.0,RPL10A,0.6861376,2.6457492984311973e-220,TPM2,3.256396,0.0,HNRNPD,1.5222391,0.0,TM4SF1,2.5318422,3.5081846747390544e-79,KLF6,1.8478677,3.001441020296593e-238,DKK3,3.9819324,0.0,ERMP1,1.8515338,1.4737226502155686e-83,MNS1,9.259296,0.0,RNF213,3.1383204,1.4280530698671734e-305,XBP1,2.3195088,8.34295674055656e-169,UPP1,4.7792053,1.337676953785077e-236,CENPF,6.3739514,6.015238903219122e-201,MT-ND4,0.59793884,5.725902147073417e-38,GJA1,1.9087536,3.530653195079701e-07,ITFG2,4.8024573,1.5332711910340042e-65,MYB,5.2174783,1.1898173242707853e-21
ARHGDIB,3.7094715,7.06028692685012e-256,MT-CO2,0.5001455,0.0,RPL31,0.6717408,0.0,GJB2,2.7138033,3.268942027183172e-216,ITGB4,3.402082,0.0,SLC7A5,4.033388,0.0,HLA-DRB1,3.7611768,4.815134402227097e-79,GTPBP2,3.2724283,3.4422952082634834e-237,GRN,1.364311,0.0,AK3,1.4210185,3.0669338983576717e-83,DNAJA4,5.381796,0.0,RSAD2,4.744026,3.0040282931903225e-302,LGALS3,1.1801125,5.89149602386417e-165,ITGA5,4.356583,4.333553287149723e-236,MCM4,4.3377213,8.236435342344274e-198,SH3PXD2A,2.1829002,1.4299110321689835e-37,EEF1A1,0.26725796,3.856909531039079e-07,BPIFA1,2.4480226,8.703580460957818e-65,DBN1,2.887181,1.6515353650722762e-21
ALOX15,4.568933,1.6410135030133745e-255,CLDN7,2.1182652,0.0,RPS11,0.63574415,0.0,PTPRZ1,2.8443618,3.951652444319444e-215,PKM,0.61019486,0.0,DST,4.037731,0.0,ASAH1,1.908054,8.740776458487167e-79,PHGDH,4.186141,2.8323638456205573e-236,VSNL1,3.6547039,0.0,ATP6V1F,0.8453302,1.1335163947994258e-82,CCDC113,8.581373,0.0,IFITM3,1.3895895,1.450543942492351e-301,SAT1,1.3756423,3.190878788654645e-162,SLC7A5,4.2419734,1.7892535774903537e-234,NCAPH,6.0636034,1.0897478358580139e-197,PLEC,2.6919394,4.253442110707662e-37,GJB2,1.6902009,7.01513477035762e-07,ICAM1,4.7495227,5.04405677723304e-63,MT-CYB,0.6263041,1.822627659914441e-21
ASAH1,2.119091,3.295161593895488e-254,SYTL5,3.7744777,8.669723503746063e-308,RPL7A,0.93929213,0.0,PFN1,0.7257866,7.373375648183375e-215,SFN,2.5743368,0.0,IGFBP6,4.4300194,0.0,ALDH1A1,3.0747452,2.111780054316705e-78,ADM2,5.8498254,2.109443144512423e-235,C19orf66,2.4491646,0.0,PLAU,2.317692,3.380768391089216e-81,RRAD,9.5313225,0.0,IFI27,3.601696,7.617251992868633e-299,CAPN13,3.493301,4.138729195961527e-162,MMP2,4.872148,6.011050600226781e-234,RAD21,1.9271678,6.208054053960405e-194,TENM2,3.7508805,4.7518237930783195e-37,CYR61,1.7408644,7.598397737205992e-07,USP34,3.1369445,7.589106497719394e-63,MT-CO1,0.5270666,7.954968121212939e-21
RHOB,3.251142,6.281098473952716e-253,MUC1,3.1668737,5.067441208502264e-306,RPL10A,0.7617503,0.0,RPL34,0.6082172,6.401783611982991e-212,RBBP8,2.7471745,0.0,SRSF2,1.7913655,0.0,MGST1,1.1117249,4.164863260052381e-78,CDKN2B,3.7894108,1.1958865909219784e-233,LAMA3,3.5727372,0.0,IFNGR1,1.7391781,6.764994938835601e-80,SPATA18,7.51306,0.0,SAMD9,2.4344764,8.332634376216107e-299,IFITM3,1.2021775,5.795715006467778e-161,WARS,4.044865,6.114978913842116e-234,CCNB1,5.6394405,1.2190552155447434e-192,CDK6,1.8766514,9.003642817749839e-37,RPS8,0.3335632,1.428034589346935e-06,PHACTR4,2.455861,3.559992662209151e-62,SEC14L1,2.385829,8.411343886444237e-21
VSTM2L,4.0613146,3.551504206241955e-252,SPINT1,1.140917,8.512020239502297e-306,RPL7,0.75669736,0.0,RPL5,0.66729236,6.583273301802317e-212,CNN2,1.172913,0.0,RRM2,6.7088523,0.0,CAPN2,0.9344606,9.839390380510423e-78,GPCPD1,3.458904,5.320177376946119e-233,ITGB4,3.1282465,0.0,A4GALT,1.8803593,1.3652398220267393e-78,CFAP73,9.69714,0.0,PLEKHS1,4.2576766,1.851376000523398e-297,ASS1,2.1620266,4.183036561958888e-158,ACTB,0.95309657,8.780738594498184e-232,PCNA,3.2385743,1.2408015248530539e-191,MACF1,2.3165414,9.994926740400307e-37,COL17A1,2.295484,1.618265031462678e-06,MT-CO2,1.005273,6.136664539467006e-62,ID2,3.3401716,9.745714717415034e-21
DUSP1,3.1069324,5.146803351172341e-252,REEP3,1.6599749,1.7242729638388342e-303,RPS27A,0.6780965,0.0,RPS2,0.6885864,1.5012535814784424e-209,SNCA,4.052984,0.0,SCD,2.4549282,0.0,VSTM2L,3.6725917,1.7965998297355798e-77,EIF1,0.77797157,1.4262771489439188e-229,JAG2,3.6053867,0.0,SERPINB13,2.2564583,1.496736469803819e-77,MS4A8,10.011375,0.0,IFI6,2.8457031,2.184173367715497e-296,LGALS9,2.2800717,2.742370132128661e-156,SPHK1,5.175502,3.058915289415766e-227,NUSAP1,6.102473,1.5513833141358799e-189,MMP2,3.4777777,1.4399747232399925e-36,RPL41,0.2619146,2.308582507489937e-06,MRTFA,4.8730974,7.101099071806794e-62,OSBPL3,2.7142549,1.1020063220655758e-20
CD55,4.0076833,1.1152919912129316e-250,VTCN1,3.0223482,5.483862167902913e-303,ZYX,1.49209,0.0,RPL23,0.6345785,3.669423743469749e-209,SHC1,2.880055,0.0,MELK,5.536644,0.0,CYP4X1,2.9362657,6.3988993374791574e-77,AMOTL2,3.455956,2.790085680541649e-228,LAMC2,2.8144228,0.0,CYP1B1,2.822064,2.7740457311035433e-77,CCDC173,9.751204,0.0,SELENBP1,3.891948,1.2789052268023166e-291,ASAH1,1.4009483,6.058571121787212e-150,IFIT1,3.9326472,2.000177408093037e-226,TK1,5.443966,2.1085319414522774e-189,RRBP1,1.3902334,1.9409539046351474e-36,PPIA,0.31231707,2.500019997830094e-06,GIPC2,5.8376584,1.7815375464154624e-61,DMRT2,5.946803,1.1020063220655758e-20
NUCB2,3.1700778,5.961156372521927e-250,COLCA1,3.6054614,4.890087325895798e-302,CRABP2,1.7997116,0.0,LAMB1,2.782769,3.822645325115411e-209,GJB2,3.2695498,0.0,H2AFX,4.4441576,0.0,PRSS22,2.9205842,7.323164949286995e-77,CDKN1A,1.7049795,1.3892568240880328e-226,LOXL4,3.442218,0.0,GDF15,2.4770067,4.8984928163176264e-76,CFAP298,5.3380013,0.0,ZNFX1,2.8405344,1.2893178353503361e-291,EPCAM,2.4833293,9.024403624795932e-142,PHLDA1,3.9956753,9.350313525760402e-226,DNAJC9,3.5788302,4.75039475435e-189,LAMC1,2.4350257,6.503575281473547e-36,FGFBP1,2.0249612,2.7008885380148044e-06,RELB,5.523056,3.760214277517478e-60,TMPRSS11E,7.4033875,1.3647260001818536e-20
SERPINB3,3.4645722,6.401506689999719e-248,MT-CYB,0.6541983,2.482786576408718e-301,PRXL2A,2.170891,0.0,PRXL2A,1.9026914,1.1347911160742688e-206,LOXL2,3.934152,0.0,RAN,1.1617649,0.0,ANXA11,1.1358113,1.8782676277014925e-76,ECE1,3.0569196,3.91019189872282e-226,PGAM1,1.3165466,0.0,STC1,2.73267,1.2445509986249376e-75,BBOF1,8.173004,0.0,HLA-DRA,4.1497917,1.308926371471161e-291,SLC34A2,3.5589933,1.7110860156500445e-139,PSAT1,4.8588505,1.2805620484398776e-225,KIF11,5.4647326,5.13961403978883e-187,MT-CO3,0.42777187,1.0237809936098213e-35,RPL9,0.34303164,3.0690408219297723e-06,KDM2A,2.713386,1.0058298171804683e-58,SRP14,0.74776936,1.6457185505434295e-20
